Use,Level 1,title level 1,Level 2,title level 2,Level 3,title level 3,function,title,Text,Work
Durham,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Canticle,Magnificat Antiphon,Vêpres - Magnificat Antiphon,-,
Durham,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration I,-,
Durham,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration II,-,
Durham,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration III,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Antiphon,Complies - Antiphon I,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm I,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm II,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm III,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm IV,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Short lesson,Complies - Short lesson,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle I,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response I,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Hymn,Complies - Hymn,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response II,Fiat michi,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon du Nunc dimittis,Complies - Antiphon du Nunc dimittis,Ecce completa sunt (…),
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon alternative du Nunc dimittis,Complies - Antiphon alternative du Nunc dimittis,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration I,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration II,-,
Durham,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration III,-,
Durham,,,,,,,,,,
Durham,,,,,,,,,,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Hymn,Hymn,Matines - Hymn,Quem terra pontus,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm III,Qui confidunt,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Short lesson,Sexte - Short lesson,Radicavi in populo,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Hymn,Hymn,Prime - Hymn,Rex Christe clementissime,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Hymn,Hymn,Tierce - Hymn,Rex Christe clementissime,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Hymn,Hymn,Sexte - Hymn,Rex Christe clementissime,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Hymn,Hymn,None - Hymn,Rex Christe clementissime,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm III,Saepe expugnaverunt me,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson III,Sancta Maria succurre,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Hymn,Vêpres - Hymn,Ave maris stella,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Short lesson,Vêpres - Short lesson,Sicut cynamomum,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon du Nunc dimittis,Complies - Antiphon du Nunc dimittis,Sub tuum praesidium,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm I,Usquequo Domine,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Hymn,Complies - Hymn,Virgo singularis,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm I,Ad Dominum cum tribularer,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm III,Beati omnes qui timent,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon I,Benedicta tu,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm II,Caeli enarrant,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm I,Ad te levavi,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm I,Dixit Dominus,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm I,Domine Dominus noster,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm IV,Domine non est exaltatum,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm III,Domini est terra,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm I,Dominus regnavit decorem,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson II,Admitte piissima Dei genitrix,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Short lesson,Laudes - Short lesson,Ego quasi vitis,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Antiphon,Prime - Antiphon,Alleluia,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Antiphon,Tierce - Antiphon,Alleluia,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Antiphon,Sexte - Antiphon,Alleluia,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Antiphon,None - Antiphon,Alleluia,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Short lesson,Complies - Short lesson,Felix namque,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm I,In convertendo,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm III,Laetatus sum,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm III,Laetatus sum in his,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm II,Laudate pueri,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm II,Levavi oculos meos,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon III,Ante torum,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm II,Nisi Dominus aedificaverit,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm IV,Nisi Dominus aedificaverit,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm II,Nisi quia Dominus,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond II,O gloriosa domina,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Hymn,Laudes - Hymn,O gloriosa domina,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond I,Paradisi porta,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon I,Post partum,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III,Ave festiva ferculi,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Short lesson,None - Short lesson,Quasi cedrus exaltata sum,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Invitatory,Invitatory,Matines - Invitatory,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon II,Sicut myrrha,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon V,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm V,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VI,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VI,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VII,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VII,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VIII,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IX,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Psalm,Matines - Psalm X,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson I,O beata Maria quis digne tibi valeat,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III (alternatif),-,
Elne,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon V,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm V,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon VI,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VI,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VII,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VIII,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Alternative Hymn,Laudes - Alternative Hymn,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Canticle,Benedictus Antiphon,Laudes - Benedictus Antiphon,O gloriosa Dei genitrix,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm V,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm VI,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Short lesson,Prime - Short lesson,Ab initio et ante saecula,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Respond,Prime - Respond,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm V,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm VI,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Short lesson,Tierce - Short lesson,Et sic in Syon,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Respond,Tierce - Respond,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm V,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm VI,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Respond,Sexte - Respond,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration III,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm V,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm VI,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Respond,None - Respond,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse I,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse II,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration I,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration II,-,
Elne,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon I,Beata mater et innupta,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon IV,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon V,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm V,Lauda Ierusalem,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II 2,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Canticle,Magnificat Antiphon,Vêpres - Magnificat Antiphon,Sancta Maria succurre,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration III,-,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Antiphon,Complies - Antiphon I,Cum iocunditate,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm II,Iudica me,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon alternative du Nunc dimittis,Complies - Antiphon alternative du Nunc dimittis,-,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration I,-,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration II,-,
Elne,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration III,-,
Elne,,,,,,,,,,
Elne,,,,,,,,,,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Hymn,Hymn,Matines - Hymn,Quem terra pontus,
Embrun,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm III,Qui confidunt,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III,Ave Maria gratia plena,
Embrun,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Short lesson,None - Short lesson,Radicavi in populo,
Embrun,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm I,Saepe expugnaverunt me,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson III,Sancta Maria Dei genitrix,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson I,Sancta Maria virgo,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson II,Sancta Maria piarum piissima,
Embrun,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Hymn,Vêpres - Hymn,Ave maris stella,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond II,Sicut cedrus exaltata sum,
Embrun,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Short lesson,Complies - Short lesson,Sicut cynamomum,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond I,Vidi speciosam sicut,
Embrun,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm I,Ad Dominum cum tribularer,
Embrun,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm III,Beati omnes qui timent,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon I,Benedicta tu,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm II,Caeli enarrant,
Embrun,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm II,De profundis clamavi ad te,
Embrun,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm I,Ad te levavi oculos meos,
Embrun,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm III,Deus Deus meus,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm I,Domine Dominus noster,
Embrun,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm III,Domine non est exaltatum,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm III,Domini est terra,
Embrun,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm I,Dominus regnavit decorem,
Embrun,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm III,Ecce nunc,
Embrun,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm II,Ecce quam bonum,
Embrun,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon III,Haec est quae nescivit,
Embrun,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm I,In convertendo,
Embrun,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Short lesson,Laudes - Short lesson,In omnibus requiem,
Embrun,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Short lesson,Tierce - Short lesson,In omnibus requiem,
Embrun,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Short lesson,Vêpres - Short lesson,In omnibus requiem,
Embrun,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm III,Laetatus sum in his,
Embrun,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm V,Laudate Dominum de caelis,
Embrun,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm II,Levavi oculos meos,
Embrun,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Hymn,Hymn,Prime - Hymn,Memento salutis auctor,
Embrun,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Hymn,Hymn,Tierce - Hymn,Memento salutis auctor,
Embrun,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Hymn,Hymn,Sexte - Hymn,Memento salutis auctor,
Embrun,Level 1,Hours of the Virgin,Level 2,None,Level 3,Hymn,Hymn,None - Hymn,Memento salutis auctor,
